,"Quina és la nova ordre per que substitueix ""aptitude upgrade"" des de Gutsy?","aptitude dist-upgrade","aptitude safe-upgrade","aptitude all-upgrade",2,"papapep",08/09/07,34,
,"En el desenvolupament d'una nova versió d'Ubuntu, quin d'aquests fets té lloc abans?","DebianImportFreeze","KernelFreeze","UpstreamVersionFreeze",1,"RainCT",30/08/07,35,"https://wiki.Ubuntu.com/GutsyReleaseSchedule"
,"La propera versió LTS d'Ubuntu s'anomenarà...","Gutsy Gibbon","Grumpy Groundhog","Hardy Heron",3,"RainCT",30/08/07,36,"La propera versió Long Term Support serà la Hardy Heron. Grumpy Groundhog és el nom que reben sempre els últims 'builds' del CVS."
,"Que cal fer abans de poder penjar coses al REVU?","Posar la clau GPG al launchpad","Assegurar-se que la llicència és competible amb la GPL","Mirar que no hi hagi un paquet per a la mateixa tasca",1,"quiron",09/09/07,37,
,"Quan es va oficialitzar el LoCo Team català","El 15 de maig del 07","No és oficial","El 16 desembre del 06",1,"quiron",09/09/07,38,
,"Que vol dir MOTU?","És un mitja de transport","Master Of The Universe","Multitask operated time unit",2,"quiron",09/09/07,39,"Els Masters Of The Universe (MOTU) són els empaquetadors d'Ubuntu dels repositoris Universe i Multiverse."
,"Quin és el servidor del canal de chat de#IRC de la comunitat catalana d'Ubuntu","Freenode","Quakenode","canonicalnode",1,"quiron",09/09/07,40,
,"Quina tecnologia inclou per defecte la nova versió de l'Ubuntu (la Gutsy)?","Beryl","Compiz","Compiz Fusion",3,"RainCT",12/10/07,41,"La Gutsy Gibbon no només inclourà, sinò que també portarà habilitada per defecte en tots aquelles màquines que ho soportin, el Compiz Fusion, el producte resultat de la unió de Compiz amb la seva branca Beryl."
,"Com es diu el bot d'IRC oficial de l'equip d'ubuntaires en català?","UbuCat","Ubotu","CatBot",1,"RainCT",18/10/07,42,
,"En Mark Shuttleworth ha afirmat públicament...","que cada any inverteix 50 milions en l'Ubuntu","que el Windows Vista és el pitjor sistema operatiu del món","que no farà cap pacte amb Microsoft a causa dels patents de programari",3,"RainCT",18/10/07,43,
