,"Quina va ser la primera LTS d'Ubuntu?","6.04","7.10","5,10",1,"cortsenc",18/08/07,23,1
,"Quin d'aquests sistema d'arxius no es#pot llegir i escriure a l'Ubuntu?","ext3","ntfs","sata",3,"carles",18/08/07,24,"sata no és un sistema d'arxius"
,"Quins són els colors del logotip de kubuntu?","Tons de blau","Blau, gris i blanc","Blau, verd i blanc",1,"Nil",18/08/07,25,
,"Quin d'aquests paquets no#serveix per a  instal·lar programes?","synaptic","ginstaller","adept",2,"carles",25/08/07,27,
,"Quina d'aquestes NO és una funció#del Launchpad?","Reportar bugs","Traduir programes","Descarregar actualitzacions",3,"carles",25/08/07,28,
,"Quin d'aquests formats es pot llegir#amb la instal·lació predeterminada#de l'Ubuntu?","mp3","dvd","ogg",3,"carles",18/08/07,29,"Els formats mp3 i dvd (mpeg) son formats restrictius, un protegit per patents i l'altre en alguns països no es pot ni mostrar les fonts ja que implica el rebentar la protecció dels dvds. Malgrat tot no hi ha cap problema per usar qualsevol d'ells un cop instaŀlat el sistema"
,"Quins mesos de l'any s'alliberen les#versions noves de l'Ubuntu?","Febrer i novembre","Març i setembre","Abril i octubre",3,"Carles",18/08/07,30,"El nombre de la versió correspon amb l'any i el mes. (7.10=2007 octubre)"
,"Canonical és una empresa amb seu social a:","Zimbawe","Sud africa","Illa de man",3,"Carles",18/08/07,31,
,"Quins son els colors del logotip d'ubuntu?","Tons de taronja","Groc, vermell i taronja","Groc, blau i taronja",2,"Nil",18/08/07,32,
,"Quin d'aquests Linux NO és#una variant d'ubuntu?","ubuntu studio","Guadalinex","Linkat",3,"carles",07/09/07,33,"LinKat és la distribució GNU/Linux del Departament d'Educació de la Generalitat de Catalunya. Està basada en la distribució Suse i el funcionament del seu programari es basa amb paquets rpm"
,"Quina és la nova ordre per que substitueix ""aptitude upgrade"" des de Gutsy?","aptitude dist-upgrade","aptitude safe-upgrade","aptitude all-upgrade",2,"papapep",08/09/07,34,
,"En el desenvolupament d'una nova versió d'Ubuntu, quin d'aquests fets té lloc abans?","DebianImportFreeze","KernelFreeze","UpstreamVersionFreeze",1,"RainCT",30/08/07,35,"https://wiki.ubuntu.com/GutsyReleaseSchedule"
,"La propera versió LTS d'Ubuntu s'anomenarà...","Gutsy Gibbon","Grumpy Groundhog","Hardy Heron",3,"RainCT",30/08/07,36,"La propera versió Long Term Support serà la Hardy Heron. Grumpy Groundhog és el nom que reben sempre els últims 'builds' del CVS."
,"Que cal fer abans de poder penjar coses al REVU?","Posar la clau GPG al launchpad","Assegurar-se que la llicència és competible amb la GPL","Mirar que no hi hagi un paquet per a la mateixa tasca",1,"quiron",09/09/07,37,
,"Quan es fa oficialitzar el LoCo team Catala","15 de maig del 07","No es oficial","16 desembre del 06",1,"quiron",09/09/07,38,
,"Que vol dir MOTU?","Un mitja de transport","Master Of The Universe","Multitask operated time unit",2,"quiron",09/09/07,39,
,"Quin és el servidor del canal de chat de#IRC de la comunitat catalana d'ubuntu","Freenode","Quakenode","canonicalnode",1,"quiron",09/09/07,40,
,"Quina tecnologia inclou per defecte la nova versió de l'Ubuntu (la Gutsy)?","Beryl","Compiz","Compiz Fusion",3,"RainCT",12/10/07,41,"La Gutsy Gibbon no només inclourà, sinò que també portarà habilitada per defecte en tots aquelles màquines que ho soportin, el Compiz Fusion, el producte resultat de la unió de Compiz amb la seva branca Beryl."
,"Com es diu el bot d'IRC oficial de l'equip d'ubuntaires en català?","UbuCat","Ubotu","CatBot",1,"RainCT",18/10/07,42,
,"En Mark Shuttleworth ha afirmat públicament...","que cada any inverteix 50 milions en l'Ubuntu","que el Windows Vista és el pitjor sistema operatiu del món","que no farà cap pacte amb Microsoft a causa dels patents de programari",3,"RainCT",18/10/07,43,
