,"Quants euros va recaptar l'SGAE#durant l'any 2005?","318.772.000","31.877.200","3.187.720",1,"Carles",25/08/07,31,"I això que encara no cobraven ni de bon tros tot el que cobren ara..."
,"En Richard Matthew Stallman va néixer a...","Washington","New York City","Helsinki",2,"RainCT",30/08/07,42,
,"A què es refereix el terme «babau» en cercles linuxers?","A aquell que és estúpid.","A aquell que ajuda desinteressadament a fer funcionar un PC amb Windows a algú altre.","A aquell que no sap utilitzar amb fluidesa una terminal.",2,"RainCT",30/08/07,43,"Veure el document que en Vicent Cubells ha escrit al respecte."
,"D'on surt el nom de Debian?","Un petit mamífer","El nom d'un paio i la seva nòvia","Un poble",2,"RainCT",30/08/07,44,"Ian, el fundador de Debian, i Deborah."
,"Quina és la distribució més vella que encara es manté?","Debian","Oldux","Slackware",3,"quiron",09/09/07,45,
,"Quin animal fa de mascota del projecte GNU?","Un pingüí","En Gnu","Un camaleó",2,"quiron",09/09/07,46,
,"Qui és l'únic home que ha contat fins#a l'infinit amb tots els decimals?","Chuck Norris","Bill Gates","Kevin Mitnick",1,"quiron",09/09/07,47,
,"Segons en RMS la seva aureola és","Un disc dur","Un disquet","Una aureola",3,"quiron",09/09/07,48,
,"Quin escriptori recomana fer#servir en Linus Tornvalds?","Gnome","KDE","WindowMaker",2,"quiron",09/09/07,49,
,"Quin programa fa servir en Jordi Mas#per traduir programari?","Poedit","emacs","vi",3,"quiron",09/09/07,50,
,"Quin va ser el primer any que es va celebrar#el dia de la llibertat del programari?",2007,2003,1999,2,"quiron",09/09/07,51,
,"Quin és l'estil de musica preferit del coordinador#de la comunitat d'Ubuntu?","Òpera","Tecno","Metal",3,"quiron",09/09/07,52,"En Jono Bacon, empleat de Canonical com a coordinador de la comunitat d'Ubuntu, és un gran amic del Metal. Fins i tot té el seu propi grup!"
,"Qui és el responsable#de Goodbye-Microsoft?","Bill Gates","Robert Millan","Carles Oriol",2,"rcarreras",02/10/2007,43,"És un programa que instal·la una Debian des d'un Windows,"
,"Com es diu el grup de programadors#en Perl que es reuneixen en dijous?","Perl Mongers","Perl Rangers","Perl Frikis",1,"rcarreras",02/10/2007,44,
,"Com es diu la conferència anual#de KDE?","KDE Conference","KDEistm","aKademy",3,"rcarreras",02/10/2007,45,
,"Com es diu la conferència anual#de Gnome?","Gnome Conference","Guadec","Mushroom",2,"rcarreras",02/10/2007,46,
,"Com es diu la conferència anual#d'OpenOffice.org?","OOo Conference","World OpenOffice","OOooOOooOO",1,"rcarreras",02/10/2007,47,
,"Què és un cracker?","Algú que menja galetes","Algú que trenca codis o sistemes","Algú que programa",2,"rcarreras",02/10/2007,48,
,"A qui anomenem hacker?","A un expert","A algú que trenca sistemes de seguretat","A algú que programa",1,"Carles",24/08/2007,49,"Un hacker és un expert ... Pot ser-ho en art (japó) o en el nucli del Linux, o en el funcionament d'un programa. Cal no confondre-ho, com fan els mitjans de comunicació, amb els crackers (pirates informàtics)."
,"Què és un pirata?","Algú que es baixa música i pelis","Algú que copia programes","Algú que assalta vaixells",3,"rcarreras",02/10/2007,50,"Aquell que copia programes propietaris o es baixa música/vídeos amb drets d'autor és un «pirata informàtic»."
,"Què és un friki?","Algú a qui li agrada la tele","Algú a qui li agrada la ciència ficció, els ordinadors, les maquinetes","Algú a qui li agrada molt algun tema poc habitual",3,"rcarreras",02/10/2007,51,
,"Què és un geek?","Qui li agrada la tele","Qui li agrada la ciència ficció, els ordinadors, les maquinetes","Qui li agrada molt algun tema poc habitual",2,"rcarreras",02/10/2007,52,
,"Què és un sabdfl?","Un dictador","Un conferenciant","Un tècnic",1,"rcarreras",02/10/2007,53,"sabdfl és el nick d'en Mark Shuttleworth, fundador d'Ubuntu, i vol dir «Self-Appointed Benevolent Dictator for Life»"
,"Qui és el coordinador de Softcatalà?","Orestes Mas","Jordi Mas","Artur Mas",2,"rcarreras",02/10/2007,54,
,"Quin desenvolupador català de GNOME#treballa per Nokia a Finlàndia?","Quim Gil","Guillem Portes","David Pini",1,"rcarreras",02/10/2007,55,
,"Qui va ser el fundador d'OpenBSD?","Theo de Raadt","Theo de Yaan","Teo a la granja",1,"rcarreras",02/10/2007,56,
,"Qui va ser el fundador d'OpenSSH?","Mathew Flow","Theo de Raadt","John de Lacie",2,"rcarreras",02/10/2007,57,
,"Quin mallorquí és orador oficial de l'FSF?","Benjamí Villoslada","Ricardo Galli","Tomeu Penya",2,"rcarreras",02/10/2007,58,
,"Qui ha fet la traducció de gnulinux.cat?","Cortsenc","RainCT","Àlex Muntada",1,"rcarreras",03/10/2007,59,
,"Qui va ser el fundador de la#Free Software Foundation?","FRT","LTV","RMS",3,"rcarreras",03/10/2007,60,"RMS: Richard M. Stallman"
,"Qui és el president de Caliu?","Francesc Genové","Eduard Fabra","Orestes Mas",2,"rcarreras",03/10/2007,61,
,"Qui va ser el coordinador#de la campanya contra les patents de programari#a casa nostra?","Ramon Pagès","Júlia Casagrande","Xavier Drudis",3,"rcarreras",03/10/2007,62,
,"Qui va muntar l'Atzusac d'en Tux?","Oriol i Marc","Julià i Arnau","Nil i Marta",2,"rcarreras",03/10/2007,63,
,"Qui forma part de Caliu, Softcatalà#i CatPL?","Nil Oriol","Francesc Genové","Miquel Chicano",3,"rcarreras",03/10/2007,64,
,"Qui forma part de Caliu, Perl Mongers,#GNU, la Càtedra de Programari Lliure i#el Catalan LoCo Team?","Rafael Carreras","Miquel Chicano","Àlex Muntada",3,"rcarreras",03/10/2007,65,
,"Quina és la distro de l'XTEC#basada en OpenSuse?","LinKat","OpenCat","CatAstrofe",1,"rcarreras",03/10/2007,66,
,"Qui va obtenir el premi al#desenvolupador a l'aKademy 2006?","Albert Astals","Robert Millan","Orestes Mas",1,"rcarreras",03/10/2007,67,
,"Qui va iniciar la traducció del KDE#al català?","Jordi Mas","Rafael Carreras","Sebastià Pla",3,"rcarreras",03/10/2007,68,
,"Qui va iniciar la traducció del Gnome#al català?","Jordi Mallach","Jordi Blaya","Jordi Pla",1,"rcarreras",03/10/2007,69,
,"Qui va escriure el llibre#«Programari Lliure i empresa a Catalunya»?","Eduard Fabra","Miquel Chicano","Jordi Mas",3,"rcarreras",03/10/2007,70,
,"Com es diu la Xarxa de#Programari Lliure a l'Administració?","Senglar","Guarà","Xai",2,"rcarreras",03/10/2007,71,
,"Qui fa la Càtix?","Miquel Chicano","Jordi Mas","Toni Mirabete",3,"rcarreras",03/10/2007,72,
,"Qui prepara els CD catalanitzats#d'Ubuntu i Kubuntu hores després del#llençament oficial?","Jordi i Joan","Marta i Guillem","Walter i Orestes",3,"rcarreras",03/10/2007,73,
,"Qui fa la K-DEMar?","Sebastià Pla","Arnau Julià","Adonay Sanz",3,"rcarreras",03/10/2007,74,
,"Qui fa la Xarnoppix?","Lluís Gras","Toni Mirabete","Lluís Sanz",1,"rcarreras",03/10/2007,75,
,"Qui fa la Knoppix?","John Knoop","Klaus Knopper","Klimt Knew",2,"rcarreras",03/10/2007,76,
,"Qui és el president de la FSFE?","George Flint","Georg Greeve","George Lucas",2,"rcarreras",03/10/2007,77,
,"Qui va desenvolupar la Lliurex?","Sergi Talens","Joan Puig","Carlos Bunyol",1,"rcarreras",03/10/2007,78,
,"Qui treballa a Xarxantoni?","Sergi Tur","David Pini","Carles Mata",1,"rcarreras",03/10/2007,79,
,"Quin és el GLUG de Girona?","Gilug","Gilinux","Girolinux",1,"rcarreras",03/10/2007,80,
,"Quin és el GLUG de Tarragona?","GNU Tarragona","GPL Tarragona","Tarragona Linux",2,"rcarreras",03/10/2007,81,
,"Quin és el GLUG de Barcelona?","Badopi","BarnaLinux","BCNGNU",1,"rcarreras",03/10/2007,82,
,"Qui forma part de Caliu, la Càtedra de Programari Lliure,#el Catalan LoCo Team i cat>>KDE?","Albert Astals","Robert Millan","Orestes Mas",3,"rcarreras",03/10/2007,83,
,"Quina activitat física realitza el#Catalan LoCo Team Contact?","Excursionisme","Taiji Quan","Bàsquet",2,"rcarreras",03/10/2007,84,
,"On convoca els seus esdeveniments#el grup de traductors del KDE?","Esplai Espurna","Centre Gran de Gràcia","Centre Bocanord",3,"rcarreras",03/10/2007,85,
,"On convoca Caliu les seves reunions?","Centre Excursionista de Sants","Estació de Sants","Centre Bocanord",2,"rcarreras",03/10/2007,86,
,"On convoca Softcatalà les seves reunions?","The O'Brien","The Baggins","The Shamrock",3,"rcarreras",03/10/2007,87,
,"On es va celebrar la Festa Feisty?","Les Corts","L'Hospitalet","Gràcia",1,"rcarreras",03/10/2007,88,
,"Qui parla Perl fluïdament?","Miquel Chicano","Àlex Muntada","Carles Mata",2,"rcarreras",03/10/2007,89,
,"Qui és el coordinador de les#traduccions de l'OpenOffice.org?","Jordi Mallach","Jesús Corrius","Carles Mata",2,"rcarreras",03/10/2007,90,
,"Qui coneix més personatges rellevants#del programari lliure a Catalunya?","Albert Astals","Lluís Sanz","Miquel Chicano",3,"rcarreras",03/10/2007,91,
,"Què cal per a ser membre del#Catalan LoCo Team?","Ser elegit","Demostrar una feina feta","Ser un friki",2,"rcarreras",03/10/2007,92,
,"Què cal per a ser un Ubuntu Member?","Ser elegit","Demostrar una feina feta","Apuntar-se a les llistes de correu",2,"rcarreras",03/10/2007,93,
,"Què cal per a formar part del#Community Council d'Ubuntu?","Ser elegit","Demostrar una feina feta","Apuntar-se a les llistes de correu",1,"rcarreras",03/10/2007,94,
,"Què cal per a ser sabdfl d'Ubuntu?","Ser elegit","Demostrar una feina feta","Ser en Mark Shuttlewoth",3,"rcarreras",03/10/2007,95,
,"Què cal per a ser LoCo Team Contact?","Ser elegit","Fundar el LoCo","Estar LoCo",1,"rcarreras",03/10/2007,97,
,"On se celebra la KOffice Conference?","A Londres","A Gijón","No n'hi ha",3,"rcarreras",03/10/2007,98,
,"Qui va crear l'Emacs?","Stallman","David Pini","John de Lacie",1,"rcarreras",03/10/2007,99,
,"On es va celebrar el primer esdeveniment#d'Ubuntu a Europa?","Barcelona","París","Mataró",3,"rcarreras",03/10/2007,100,
