,"Monkey D.Luffy somia en?","Ser el rei dels pirates","Una quantitat inacabable de menjar","Tenir la tripulació més gran del món",2,"NiliMarc",08/09/07,2,"ONE PIECE#Monkey D.Luffy és un noi de poble costaner, el seu somni de tota la vida ha estat ser pirata, ja que veia com els pirates amarraven la barca all? i s'ho passaven molt bé, per? després de con?ixer un noi molt cobard a una illa deserta controlada per una bruixa pirata, vol, a més, ser-ne el rei"
,"La mà dimoni del Sawamura#es converteix en...","Una destral","Una noia","Un ganxo",2,"NiliMarc",08/09/07,3,"MIDORI NO HIBI#Sawamura ha passat 17 anys i 2 mesos sense xicota, amb un rècord històric al seu institut de 20 carabasses, quan ja ho dóna tot per perdut sent una veu femenina molt a prop del seu cap... Surt de la seva mà"
,"Les fruites del diable et donen#un poder però..","No pots nedar","No et pot tocar la llum del sol","Quan et toca la llum de la lluna#et converteixes",1,"NiliMarc",08/09/07,4,"ONE PIECE#Les fruites del diable es el que dona els poders a tots els grans capitans pirates de la red line"
,"En Kakarot és...","En Goku","En Vegeta","En Radix",1,"NiliMarc",08/09/07,5,"BOLA DE DRAC Z#En Vegeta, el príncep dels superguerrers, sempre anomena en Goku Kakarot, ja que era el seu nom original al planeta Vegeta, que és on va néixer (el planeta Vegeta va ser destruït per en Frezeer)"
,"A quin planeta va néixer#en Cor Petit?","Vegeta","Namek","La terra",2,"NiliMarc",08/09/07,6,"BOLA DE DRAC# El cor petit/deu, prové de Namek"
,"A què es dedica en Sergi Grapes?","“Mindundi” d'oficina","Cambrer","Jugador de futbol",2,"NiliMarc",08/09/07,7,"SERGI GRAPES# Encara que estigui sempre fent invents, bestieses o dormint, el seu veritable ofici és el de repartidor de cartes"
,"12 dels membres de la família#Soma és transformen en...","Una dotzena d'ous","Els 12 apòstols","Els 12 animals del zodíac xinès",3,"NiliMarc",08/09/07,8,"FRUITS BASKET#Es transformen quan es cansen massa o els toca una persona del sexe oposat que no sigui integrant de la família, per això són una família molt tancada."
,"En Mortadel·lo perd els cabells# perquè..","El doctor Bacteri l'enganya","Un indi li arrenca","Es disfressa de vell i no es pot treure#la calba falsa",1,"NiliMarc",08/09/07,9,"MORTADEL·LO I FILEMÓ#A la història de Mortadel·lo i Filemó, s'explica com quan en Mortadel·lo era un grenyes que tothom coneixia, el doctor Bacteri, que era barber, li posa una cosa perquè no s'hagi de preocupar pels cabells mai més..."
,"La relació entre en Kyo#i en Yuki és...","S'odien","Es persegueixen com un gat i una rata","Són bons amics",2,"NiliMarc",08/09/07,10,"FRUITS BASKET#Yuki es la rata de la famila Soma, mentre que Kyo es el Gat de la llegenda del zodíac xines (però el gat va ser enganyat per la rata perquè no anés a la festa i per això el gat odia tant a la rata)"
,"Que vol dir Kame en japonès?","Bola","Energia","Tortuga",3,"NiliMarc",08/09/07,11,"BOLA DE DRAC#Follet tortuga és en la versió original Kame Sen'nin i el típic kame hame ha voldria dir ""gran onada de corrent tortuga"","
,"Quina és la tècnica definitiva#de la Ginger Inokuma?","L'atac d'en Kaito","Ippon seoi nage","Reigan",2,"NiliMarc",08/09/07,12,"CINTURO NEGRE#La Ginger acaba quasi sempre els seus combats amb una tècnica anomenada ""ippon seoi nage"", que és una de les tècniques requerides per al cinturó groc. "
,"De quin material està fet#el Mazinger Z?","Mazingànium (aliatge final)","Titànium (reforçat)","Japànium (aliatge Z)",3,"NiliMarc",08/09/07,13,"MAZINGER Z# El centre d'investigacions fotoatàmiques va descobrir aquest material per poder crear el robot Mazinger Z"
,"On va néixer Marco?","A un poble rus","A un poble romanès","A un poble italià",3,"NiliMarc",08/09/07,14,"MARCO#En un poble italià al peu de les muntanyes hi viu el nostre amic Marco"
,"Quin problema té en Ranma#amb l'aigua?","Es transforma en noia","Es transforma en panda","Es converteix en mico gegant",1,"NiliMarc",08/09/07,15,"RANMA#En Ranma entrenava Jusenkyo per arribar a ser el millor lluitador d'arts marcials del món, allà ell i el seu pare queden maleïts perquè cauen a l'aigua i quan es mullen es transformen en noia (en Ranma) i panda (el seu pare)"
,"Com anomenen en#Vash l'Estampida?","L'home dels 60.000.000$$","Tifó humanoide","L'home que va foradar la lluna",2,"NiliMarc",08/09/07,16,"TRIGUN#Desprès de la catastròfica arribada al planeta, avent perdut al viatge a la seva estimada, Vash decideix que no permetrè que el seu germà Knives faci mal a ningú més. Però com que ell és un alienigena molt poderos destrueix sense voler una ciutat passant a valdre 60.000.000.000$$ i rebent el seu nou nom ""Tifó Humanoide""."
,"Què menja en Musculman#per tornar-se fort?","Cebes","Espinacs","Alls",3,"NiliMarc",08/09/07,17,"MUSCULMAN#"
,"Quin es el somni d'en Naruto?","Convertir-se en Hokaje","Ser el millor ninja","Venjar-se del seu germà gran",1,"NiliMarc",08/09/07,18,"NARUTO#Quan Naruto neix li segellen un monstre a dins, tot el poble li té por i per això el deixen de banda, per això en Naruto vol ser el Hokaje, el títol més important dels ninges"
,"Itxigo Kurosaki és un#noi normal que...","Veu fantasmes","Lluita contra monstres","Vol controlar el món",1,"NiliMarc",08/09/07,19,"BLEACH#Ichigo Kurosaki no és un noi de quize anys normal i corrent... pot veure esperits i té un contacte innat amb el més enllà, del que traurà profit després de conèixer a un shinigami (àngel de la mort) que li proporciona una espasa a joc amb les seves habilitats"
,"Els “dolents” d'Evangelion són...","Àngels","Dimonis","Robots",1,"NiliMarc",08/09/07,20,"EVANGELION#"
,"Què fa en López a l'oficina?","Juga amb el boli","Fa ocellets de paper","Treballa",2,"NiliMarc",08/09/07,21,"SUPERLÓPEZ#La personalitat secreta d'en Superlópez és una feina molt dura"
,"Quin secret té l'Arale?","És una superheroïna","Que és un robot","Que ve d'un altre planeta",2,"NiliMarc",08/09/07,22,"DR.SLUMP#"
,"Els mangues es llegeixen...","De dreta a esquerra i de dalt a baix","D'esquerra a dreta i de dalt a baix","D'esquerra a dreta i de baix a dalt",1,"NiliMarc",08/09/07,23,"Es manté la direcció original de les vinyetes"
,"L'Spiderman es transforma en#superheroi després que...","Una radiació estranya l'afecti","El mossegui una aranya","Entri en contacte amb un meteorit",2,"NiliMarc",08/09/07,24,"SPIDERMAN#"
,"Com es diu el planeta natal#d'en Superman?","K-pax","Criptó","Terra",2,"NiliMarc",08/09/07,25,"SUPERMAN#Superman neix a Kriptó, essent el fill de Jor-El, un eminent científic i líder polític. Superman fou batejat amb el nom de Kal-el"
,"Quin poder especial#té en Batman?","Sent ultrasons","Pot volar com els ratpenats","Cap",3,"NiliMarc",08/09/07,26,"BATMAN#L'únic poder que realment té es ser fill de papà"
,"Què menja en Popeye#per tornar-se fort?","Alls","Cebes","Espinacs",3,"NiliMarc",08/09/07,27,"POPEYE#Degut a un error amb la coma, es creia que els espinacs tenien molt més ferro del que realment tenien i per això en Popeye quan necessita ser fort menja espinacs"
,"D'on surten o van tots els#autobusos i metros del super López?","Barcelona","El Masnou","L'Hospitalet",2,"NiliMarc",08/09/07,28,"SUPERLÒPEZ#"
,"Amb qui viu la Heidi?","Sola","Amb els seus pares","Amb l'avi",3,"NiliMarc",08/09/07,29,"HEIDI#La seva tieta aconsegueix feina i l'envia a viure amb el seu avi, al qui ni tan sols coneixia"
,"Com es diu en Superman#al seu planeta natal?","Jor-el","Kal-el","Sar-el",2,"NiliMarc",08/09/07,30,"SUPERMAN#En Superman neix a Kriptó, essent el fill de Jor-El, un eminent científic i líder polític. En Superman fou batejat amb el nom de Kal-el"
,"Que la Yubaba mai et robi...","La voluntat","El nom","La imaginació",2,"NiliMarc",08/09/07,31,"EL VIATGE DE CHIHIRO#La Yubaba és la bruixa dolenta del viatge de Chihiro, que dóna sobrenoms als seus treballadors perquè si obliden el seu nom ja no són ningú i els pot controlar. Per això en Haku li diu a la Chihiro que mai oblidi el seu nom."
,"La personalitat secreta de#l'increïble Hulk és:","Bruce Banner","Bruce Wayne","Bruce Lee",1,"NiliMarc",08/09/07,32,"L'INCREIBLE HULK#"
,"Quin és l'únic lloc del món on#hi ha un Mazinger gegant?","El Japó","Corea","Tarragona",3,"NiliMarc",08/09/07,33,"MAZINGER Z#A Tarragona s'hi anava a construir una urbanització (Mas de plata) que, com a reclam turístic, tenia un mazinger gegant, però la urbanització no es va acabar i hi va quedar el mazinger abandonat."
,"Quants dits tenen els personatges#dels Simpsons?",3,4,5,2,"NiliMarc",08/09/07,34,"SIMPSONS#"
,"Quin és el déu de l'Obèlix?","Balenus","Senglarus","Tutatis",3,"NiliMarc",08/09/07,35,"AST?RIX EL GAL#"
,"Quina diferència hi ha entre#en Dupond i en Dupont?","El bigoti","L'un és esquerrà i l'altre és dretà","Són exactament iguals",1,"NiliMarc",08/09/07,36,"TINTIN#"
